"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/??/Ch44_body1.Ch44_body1","0","24","13","1","243.599060","0","66"
"/Game/??/Ch44_Body.Ch44_Body","0","24","6","1","24.806349","0","116"
"/Game/??/M_???.M_???","0","9","9","1","86.341690","0","15"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","0","32","8","1","30.735762","0","110"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","0","32","10","1","297.781708","0","119"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","0","32","12","1","151.687210","0","131"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Weapon_Master_USE.M_Weapon_Master_USE","0","240","20","4","1180.991943","0","1288"
"/Game/??/M_??.M_??","0","12","12","1","14.044564","0","20"
"/Game/??/mutant_M.mutant_M","0","24","8","1","93.371307","0","62"
"/Game/???/source/ammohealth.ammohealth","0","12","12","1","10.054810","0","17"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_Substance_Alpha_Material.Enviro_Substance_Alpha_Material","0","126","8","1","231.759415","0","1035"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_Substance_Material.Enviro_Substance_Material","0","66","2","1","151.402893","0","330"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_Int_WorldUV_Mat.Enviro_Int_WorldUV_Mat","0","33","5","1","192.425751","0","106"
"/Game/City_of_Brass_Enviroment/Materials/Paint_Ground.Paint_Ground","0","21","10","1","103.478981","21","120"
"/Game/City_of_Brass_Enviroment/Materials/water_Translucent_material.water_Translucent_material","0","42","9","1","168.921890","0","186"
"/Game/City_of_Brass_Enviroment/Materials/Foliage_mat.Foliage_mat","0","126","10","1","249.948380","0","1100"
"/Game/City_of_Brass_Enviroment/Materials/base_material.base_material","0","54","9","1","259.819061","0","244"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_WorldUV_Mat.Enviro_WorldUV_Mat","0","21","10","1","50.589443","0","62"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","144","12","2","435.609985","0","912"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_RDS_Master.M_RDS_Master","0","16","16","2","47.274826","0","16"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/Master_Material/M_Scope_Lens_MASTER.M_Scope_Lens_MASTER","0","61","9","2","476.395691","0","266"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_WorldUV_Simple_Mat.Enviro_WorldUV_Simple_Mat","0","21","10","1","7.447282","0","61"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_Substance_Emissive_Mat.Enviro_Substance_Emissive_Mat","0","66","8","1","352.267120","0","320"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","21","9","1","17.700283","0","61"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","21","2","1","72.227760","0","66"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Maps/LevelContent/Architecture/M_CycRoom_01.M_CycRoom_01","0","21","8","1","74.756889","0","60"
"/Game/InfinityBladeEffects/Maps/LevelContent/Architecture/M_1Meter_01.M_1Meter_01","0","26","10","1","18.861431","0","74"
"/Game/InfinityBladeEffects/Maps/LevelContent/Architecture/M_CycWall_01.M_CycWall_01","0","21","10","1","74.386490","0","62"
"/Game/FPS_Weapon_Bundle/Weapons/Materials/RDS/M_RDS_Glass.M_RDS_Glass","0","42","2","1","746.064697","0","220"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","33","10","1","72.233200","0","102"
"/Game/City_of_Brass_Enviroment/Materials/Useable_Shader.Useable_Shader","0","45","8","1","241.679779","0","174"
"/Game/City_of_Brass_Enviroment/Materials/Pattern01_Mat.Pattern01_Mat","0","47","10","1","76.811958","0","213"
"/Game/City_of_Brass_Enviroment/Materials/Streaks01_D_Mat.Streaks01_D_Mat","0","40","5","1","127.957527","0","155"
"/Game/City_of_Brass_Enviroment/Materials/M_Streaks_Decal.M_Streaks_Decal","0","80","4","1","436.745148","0","470"
"/Game/City_of_Brass_Enviroment/Materials/Ground_Tiles_Unwrap.Ground_Tiles_Unwrap","0","21","6","1","91.385124","0","72"
"/Game/City_of_Brass_Enviroment/Materials/Cloth_Substance_material.Cloth_Substance_material","0","123","15","2","1006.235840","0","656"
"/Game/City_of_Brass_Enviroment/Materials/Lum_material.Lum_material","0","66","10","1","379.434601","0","312"
"/Game/City_of_Brass_Enviroment/Materials/Lum_Pattern_material.Lum_Pattern_material","0","66","10","1","218.081467","0","362"
"/Game/City_of_Brass_Enviroment/Materials/M_Flag.M_Flag","0","47","1","1","234.412292","0","211"
"/Game/City_of_Brass_Enviroment/Materials/ArchWindow_D_Mat.ArchWindow_D_Mat","0","21","10","1","64.506927","0","61"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","49","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Environments/Plains/Env_Plains_Ruins/Materials/M_PLains_FloorStone.M_PLains_FloorStone","0","33","2","1","669.320251","0","114"
"/Game/InfinityBladeEffects/Environments/Misc/Env_ALL_Artifacts/Materials/M_Env_Health_Terminus.M_Env_Health_Terminus","0","33","10","1","321.141876","0","106"
"/Game/InfinityBladeEffects/Environments/Ice/Env_Ice_Mountain/Materials/M_IceMountain_Boulder.M_IceMountain_Boulder","0","33","8","1","136.397324","0","112"
"/Game/InfinityBladeEffects/Environments/Fire/Env_Fire_Magma/Materials/M_Lava_flows_trans.M_Lava_flows_trans","0","34","3","1","122.800804","0","144"
"/Game/InfinityBladeEffects/Environments/Env_Rocks/Materials/M_JaggedRock_01.M_JaggedRock_01","0","24","6","1","95.536240","0","64"
"/Game/InfinityBladeEffects/Environments/Breakables/Materials/M_Breakables_Fort_Wall_Destroyed.M_Breakables_Fort_Wall_Destroyed","0","24","10","1","159.264267","0","62"
"/Game/InfinityBladeEffects/Environments/Breakables/Materials/M_Breakables_Fort_Wall_Destroyed_Trim.M_Breakables_Fort_Wall_Destroyed_Trim","0","24","10","1","138.467255","0","62"
"/Game/InfinityBladeEffects/Environments/Breakables/Materials/M_Breakables_Pots_Red.M_Breakables_Pots_Red","0","24","10","1","34.075451","0","66"
"/Game/InfinityBladeEffects/Enemy/Enemy_Chicken/Materials/M_EnemyChicken.M_EnemyChicken","0","66","6","1","466.129517","0","394"
"/Game/InfinityBladeEffects/Enemy/Enemy_Chicken/Materials/M_Survival_CA_Chicken_02.M_Survival_CA_Chicken_02","0","36","10","1","237.028870","0","114"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Trail_2Sided_Pan_Tile_Master.M_Trans_Trail_2Sided_Pan_Tile_Master","0","20","20","1","31.861488","0","30"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Trail_2Sided_Pan_Base_Emis_Master.M_Trans_Trail_2Sided_Pan_Base_Emis_Master","0","80","18","2","858.512512","0","320"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_StaticMesh_Lit_Master.M_Trans_StaticMesh_Lit_Master","0","40","10","1","77.709923","0","130"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_Surface.M_Trans_Sprite_SubUV_Master_Surface","0","84","10","1","383.822449","0","482"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","0","24","8","1","90.624672","0","62"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_Surface.M_Trans_Sprite_Master_Surface","0","112","10","1","813.590515","0","1076"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_DepthFade.M_Trans_Sprite_Master_DepthFade","0","24","10","1","151.105133","0","62"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master.M_Trans_Sprite_Master","0","32","6","1","79.083366","0","106"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Lit_SubUV_Master.M_Trans_Sprite_Lit_SubUV_Master","0","112","10","1","374.344910","0","848"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_2Sided_Master.M_Trans_Sprite_2Sided_Master","0","40","8","1","108.120903","0","164"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_MeshEmit_Master.M_Trans_MeshEmit_Master","0","32","10","1","236.600815","0","98"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_MeshEmit_2Sided_Pan_Mask_Master.M_Trans_MeshEmit_2Sided_Pan_Mask_Master","0","20","20","1","59.485752","0","30"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_Static_Lit_Emis_PanMaster.M_Opaque_Static_Lit_Emis_PanMaster","0","21","10","1","62.292301","0","53"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Lit_Emis_Master.M_Opaque_MeshEmit_Lit_Emis_Master","0","57","8","1","141.348618","0","246"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master_Surface2.M_Opaque_MeshEmit_Emis_Master_Surface2","0","24","2","1","171.720123","0","74"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master_Surface.M_Opaque_MeshEmit_Emis_Master_Surface","0","24","6","1","13.601825","0","64"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master.M_Opaque_MeshEmit_Emis_Master","0","4","4","1","10.530536","0","4"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Master.M_Add_Trail_2Sided_Pan_Master","0","60","18","2","92.979431","0","178"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Emis_Master.M_Add_Trail_2Sided_Pan_Emis_Master","0","30","10","1","169.252228","0","80"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master_DepthFade.M_Add_Sprite_SubUV_Master_DepthFade","0","32","10","1","38.960251","0","98"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Pan_Emis_Mask_Master.M_Add_Sprite_Pan_Emis_Mask_Master","0","48","8","2","151.537186","0","144"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","0","32","8","1","159.932236","0","104"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_2Sided_Master.M_Add_Sprite_2Sided_Master","0","40","8","1","197.357452","0","156"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Mesh_2Sided_Pan_Emis_Master.M_Add_Mesh_2Sided_Pan_Emis_Master","0","80","10","2","261.848938","0","300"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Mesh_2Sided_Pan_Base_Master.M_Add_Mesh_2Sided_Pan_Base_Master","0","20","10","1","22.584486","0","58"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Fire/M_JaggedRockFire_MeshEmit_Lit.M_JaggedRockFire_MeshEmit_Lit","0","48","10","1","375.001953","0","184"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/Beakable_Master_MeshEmit.Beakable_Master_MeshEmit","0","57","10","1","360.690826","0","277"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Trails/M_Trail_Lightning_01.M_Trail_Lightning_01","0","20","10","1","63.961826","0","57"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Smoke/M_FogSheet_Fire_03.M_FogSheet_Fire_03","0","8","8","1","33.927513","0","8"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Smoke/M_FogSheet_Add_Ice_T3.M_FogSheet_Add_Ice_T3","0","8","8","1","28.605803","0","11"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Smoke/M_FogSheet_Add.M_FogSheet_Add","0","16","16","1","4.924768","0","25"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Misc/M_Targeting_Enemy.M_Targeting_Enemy","0","32","1","1","253.391464","0","118"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_YinYang_Circle.M_YinYang_Circle","0","30","1","1","405.857666","0","90"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_TraceTrail_Fire.M_TraceTrail_Fire","0","20","10","1","11.522665","0","51"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Ice_Trans_UT.M_Tornado_Ice_Trans_UT","0","30","10","1","171.290802","0","91"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans_Master.M_Tornado_Fire_Trans_Master","0","40","10","1","70.345833","0","142"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans_03.M_Tornado_Fire_Trans_03","0","50","1","1","520.477539","0","203"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans_02.M_Tornado_Fire_Trans_02","0","30","10","1","115.093079","0","91"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans.M_Tornado_Fire_Trans","0","40","1","1","204.853592","0","181"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Add.M_Tornado_Fire_Add","0","40","1","1","299.081451","0","142"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado.M_Tornado","0","50","1","1","258.112579","0","203"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tile_Noise_Tendril_01.M_Tile_Noise_Tendril_01","0","16","16","1","8.598814","0","25"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Sword_Opaque_Master.M_Sword_Opaque_Master","0","8","8","1","55.897968","0","13"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_SwipeTrail_EdgeFade.M_SwipeTrail_EdgeFade","0","28","2","1","208.727249","0","90"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Add_Trail_MeshEmit_2Sided_Master.M_Add_Trail_MeshEmit_2Sided_Master","0","40","3","1","77.615120","0","143"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_SwipeTrail_Add_2Sided_Emissive_MESH.M_SwipeTrail_Add_2Sided_Emissive_MESH","0","10","4","1","3.741223","0","26"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_SpikeTrap_Fire.M_SpikeTrap_Fire","0","14","4","1","214.973251","0","47"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Spider_Anim.M_Spider_Anim","0","28","6","1","236.126678","0","95"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Spark_Add_01_mobile.M_Spark_Add_01_mobile","0","24","6","1","157.698105","0","84"
